Date,Open,High,Low,close split,Close splits and dividend,Volume
2020-05-13,78.04,78.99,75.8,76.91,74.68,200622400
2020-05-14,76.13,77.45,75.38,77.39,75.14,158929200
2020-05-15,75.09,76.97,75.05,76.93,74.69,166348400
2020-05-18,78.29,79.13,77.58,78.74,76.45,135178400
2020-05-19,78.76,79.63,78.25,78.29,76.01,101729600
2020-05-20,79.17,79.88,79.13,79.81,77.49,111504800
2020-05-21,79.67,80.22,78.97,79.21,76.91,102688800
2020-05-22,78.94,79.81,78.84,79.72,77.41,81803200
2020-05-26,80.88,81.06,79.13,79.18,76.88,125522000
2020-05-27,79.04,79.68,78.27,79.53,77.22,112945200
2020-05-28,79.19,80.86,78.91,79.56,77.25,133560800
2020-05-29,79.81,80.29,79.12,79.49,77.18,153532400
2020-06-01,79.44,80.59,79.3,80.46,78.13,80791200
2020-06-02,80.19,80.86,79.73,80.83,78.49,87642800
2020-06-03,81.17,81.55,80.57,81.28,78.92,104491200
2020-06-04,81.1,81.4,80.19,80.58,78.24,87560400
2020-06-05,80.84,82.94,80.81,82.88,80.47,137250400
2020-06-08,82.56,83.4,81.83,83.36,80.94,95654400
2020-06-09,83.04,86.4,83.0,86.0,83.5,147712400
2020-06-10,86.97,88.69,86.52,88.21,85.65,166651600
2020-06-11,87.33,87.76,83.87,83.97,81.54,201662400
2020-06-12,86.18,86.95,83.56,84.7,82.24,200146000
2020-06-15,83.31,86.42,83.14,85.75,83.26,138808800
2020-06-16,87.86,88.3,86.18,88.02,85.46,165428800
2020-06-17,88.79,88.85,87.77,87.9,85.35,114406400
2020-06-18,87.85,88.36,87.31,87.93,85.38,96820400
2020-06-19,88.66,89.14,86.29,87.43,84.89,264476000
2020-06-22,87.83,89.86,87.79,89.72,87.11,135445200
2020-06-23,91.0,93.1,90.57,91.63,88.97,212155600
2020-06-24,91.25,92.2,89.63,90.01,87.4,192623200
2020-06-25,90.18,91.25,89.39,91.21,88.56,137522400
2020-06-26,91.1,91.33,88.25,88.41,85.84,205256800
2020-06-29,88.31,90.54,87.82,90.44,87.82,130646000
2020-06-30,90.02,91.5,90.0,91.2,88.55,140223200
2020-07-01,91.28,91.84,90.98,91.03,88.38,110737200
2020-07-02,91.96,92.62,90.91,91.03,88.38,114041600
2020-07-06,92.5,93.94,92.47,93.46,90.75,118655600
2020-07-07,93.85,94.65,93.06,93.17,90.47,112424400
2020-07-08,94.18,95.38,94.09,95.34,92.57,117092000
2020-07-09,96.26,96.32,94.67,95.75,92.97,125642800
2020-07-10,95.33,95.98,94.71,95.92,93.14,90257200
2020-07-13,97.26,99.96,95.26,95.48,92.71,191649200
2020-07-14,94.84,97.25,93.88,97.06,94.24,170989200
2020-07-15,98.99,99.25,96.49,97.72,94.89,153198000
2020-07-16,96.56,97.4,95.9,96.52,93.72,110577600
2020-07-17,96.99,97.15,95.84,96.33,93.53,92186800
2020-07-20,96.42,98.5,96.06,98.36,95.5,90318000
2020-07-21,99.17,99.25,96.74,97.0,94.18,103433200
2020-07-22,96.69,97.97,96.6,97.27,94.45,89001600
2020-07-23,97.0,97.08,92.01,92.85,90.15,197004400
2020-07-24,90.99,92.97,89.14,92.61,89.93,185438800
2020-07-27,93.71,94.9,93.48,94.81,92.06,121214000
2020-07-28,94.37,94.55,93.25,93.25,90.55,103625600
2020-07-29,93.75,95.23,93.71,95.04,92.28,90329200
2020-07-30,94.19,96.3,93.77,96.19,93.4,158130000
2020-07-31,102.89,106.42,100.82,106.26,103.17,374336800
2020-08-03,108.2,111.64,107.89,108.94,105.77,308151200
2020-08-04,109.13,110.79,108.39,109.67,106.48,173071600
2020-08-05,109.38,110.39,108.9,110.06,106.87,121776800
2020-08-06,110.4,114.41,109.8,113.9,110.6,202428800
2020-08-07,113.21,113.68,110.29,111.11,108.08,198045600
2020-08-10,112.6,113.78,110.0,112.73,109.65,212403600
2020-08-11,111.97,112.48,109.11,109.38,106.39,187902400
2020-08-12,110.5,113.28,110.3,113.01,109.93,165598000
2020-08-13,114.43,116.04,113.93,115.01,111.87,210082000
2020-08-14,114.83,115.0,113.04,114.91,111.77,165565200
2020-08-17,116.06,116.09,113.96,114.61,111.48,119561600
2020-08-18,114.35,116.0,114.01,115.56,112.41,105633600
2020-08-19,115.98,117.16,115.61,115.71,112.55,145538000
2020-08-20,115.75,118.39,115.73,118.28,115.05,126907200
2020-08-21,119.26,124.87,119.25,124.37,120.98,338054800
2020-08-24,128.7,128.79,123.94,125.86,122.42,345937600
2020-08-25,124.7,125.18,123.05,124.82,121.42,211495600
2020-08-26,126.18,126.99,125.08,126.52,123.07,163022400
2020-08-27,127.14,127.49,123.83,125.01,121.6,155552400
2020-08-28,126.01,126.44,124.58,124.81,121.4,187630000
2020-08-31,127.58,131.0,126.0,129.04,125.52,225702700
2020-09-01,132.76,134.8,130.53,134.18,130.52,151948100
2020-09-02,137.59,137.98,127.0,131.4,127.82,200119000
2020-09-03,126.91,128.84,120.5,120.88,117.58,257599600
2020-09-04,120.07,123.7,110.89,120.96,117.66,332607200
2020-09-08,113.95,118.99,112.68,112.82,109.74,231366600
2020-09-09,117.26,119.14,115.26,117.32,114.12,176940500
2020-09-10,120.36,120.5,112.5,113.49,110.39,182274400
2020-09-11,114.57,115.23,110.0,112.0,108.94,180860300
2020-09-14,114.72,115.93,112.8,115.36,112.21,140150100
2020-09-15,118.33,118.83,113.61,115.54,112.39,184642000
2020-09-16,115.23,116.0,112.04,112.13,109.07,154679000
2020-09-17,109.72,112.2,108.71,110.34,107.33,178011000
2020-09-18,110.4,110.88,106.09,106.84,103.93,287104900
2020-09-21,104.54,110.19,103.1,110.08,107.08,195713800
2020-09-22,112.68,112.86,109.16,111.81,108.76,183055400
2020-09-23,111.62,112.11,106.77,107.12,104.2,150718700
2020-09-24,105.17,110.25,105.0,108.22,105.27,167743300
2020-09-25,108.43,112.44,107.67,112.28,109.22,149981400
2020-09-28,115.01,115.32,112.78,114.96,111.82,137672400
2020-09-29,114.55,115.31,113.57,114.09,110.98,99382200
2020-09-30,113.79,117.26,113.62,115.81,112.65,142675200
2020-10-01,117.64,117.72,115.83,116.79,113.6,116120400
2020-10-02,112.89,115.37,112.22,113.02,109.94,144712000
2020-10-05,113.91,116.65,113.55,116.5,113.32,106243800
2020-10-06,115.7,116.12,112.25,113.16,110.07,161498200
2020-10-07,114.62,115.55,114.13,115.08,111.94,96849000
2020-10-08,116.25,116.4,114.59,114.97,111.83,83477200
2020-10-09,115.28,117.0,114.92,116.97,113.78,100506900
2020-10-12,120.06,125.18,119.28,124.4,121.01,240226800
2020-10-13,125.27,125.39,119.65,121.1,117.8,262330500
2020-10-14,121.0,123.03,119.62,121.19,117.88,150712000
2020-10-15,118.72,121.2,118.15,120.71,117.42,112559200
2020-10-16,121.28,121.55,118.81,119.02,115.77,115393800
2020-10-19,119.96,120.42,115.66,115.98,112.82,120639300
2020-10-20,116.2,118.98,115.63,117.51,114.3,124423700
2020-10-21,116.67,118.71,116.45,116.87,113.68,89946000
2020-10-22,117.45,118.04,114.59,115.75,112.59,101988000
2020-10-23,116.39,116.55,114.28,115.04,111.9,82572600
2020-10-26,114.01,116.55,112.88,115.05,111.91,111850700
2020-10-27,115.49,117.28,114.54,116.6,113.42,92276800
2020-10-28,115.05,115.43,111.1,111.2,108.17,143937800
2020-10-29,112.37,116.93,112.2,115.32,112.17,146129200
2020-10-30,111.06,111.99,107.72,108.86,105.89,190272600
2020-11-02,109.11,110.68,107.32,108.77,105.8,122866900
2020-11-03,109.66,111.49,108.73,110.44,107.43,107624400
2020-11-04,114.14,115.59,112.35,114.95,111.81,138235500
2020-11-05,117.95,119.62,116.87,119.03,115.78,126387100
2020-11-06,118.32,119.2,116.13,118.69,115.65,114457900
2020-11-09,120.5,121.99,116.05,116.32,113.34,154515300
2020-11-10,115.55,117.59,114.13,115.97,113.0,138023400
2020-11-11,117.19,119.63,116.44,119.49,116.43,112295000
2020-11-12,119.62,120.53,118.57,119.21,116.16,103162300
2020-11-13,119.44,119.67,117.87,119.26,116.21,81581900
2020-11-16,118.92,120.99,118.15,120.3,117.22,91183000
2020-11-17,119.55,120.67,118.96,119.39,116.33,74271000
2020-11-18,118.61,119.82,118.0,118.03,115.01,76322100
2020-11-19,117.59,119.06,116.81,118.64,115.6,74113000
2020-11-20,118.64,118.77,117.29,117.34,114.34,73604300
2020-11-23,117.18,117.62,113.75,113.85,110.93,127959300
2020-11-24,113.91,115.85,112.59,115.17,112.22,113874200
2020-11-25,115.55,116.75,115.17,116.03,113.06,76499200
2020-11-27,116.57,117.49,116.22,116.59,113.6,46691300
2020-11-30,116.97,120.97,116.81,119.05,116.0,169410200
2020-12-01,121.01,123.47,120.01,122.72,119.58,127728200
2020-12-02,122.02,123.37,120.89,123.08,119.93,89004200
2020-12-03,123.52,123.78,122.21,122.94,119.79,78967600
2020-12-04,122.6,122.86,121.52,122.25,119.12,78260400
2020-12-07,122.31,124.57,122.25,123.75,120.58,86712000
2020-12-08,124.37,124.98,123.09,124.38,121.2,82225500
2020-12-09,124.53,125.95,121.0,121.78,118.66,115089200
2020-12-10,120.5,123.87,120.15,123.24,120.08,81312200
2020-12-11,122.43,122.76,120.55,122.41,119.28,86939800
2020-12-14,122.6,123.35,121.54,121.78,118.66,79184500
2020-12-15,124.34,127.9,124.13,127.88,124.61,157243700
2020-12-16,127.41,128.37,126.56,127.81,124.54,98208600
2020-12-17,128.9,129.58,128.04,128.7,125.4,94359800
2020-12-18,128.96,129.1,126.12,126.66,123.42,192541500
2020-12-21,125.02,128.31,123.45,128.23,124.95,121251600
2020-12-22,131.61,134.41,129.65,131.88,128.5,168904800
2020-12-23,132.16,132.43,130.78,130.96,127.61,88223700
2020-12-24,131.32,133.46,131.1,131.97,128.59,54930100
2020-12-28,133.99,137.34,133.51,136.69,133.19,124486200
2020-12-29,138.05,138.79,134.34,134.87,131.42,121047300
2020-12-30,135.58,135.99,133.4,133.72,130.3,96452100
2020-12-31,134.08,134.74,131.72,132.69,129.29,99116600
2021-01-04,133.52,133.61,126.76,129.41,126.1,143301900
2021-01-05,128.89,131.74,128.43,131.01,127.66,97664900
2021-01-06,127.72,131.05,126.38,126.6,123.36,155088000
2021-01-07,128.36,131.63,127.86,130.92,127.57,109578200
2021-01-08,132.43,132.63,130.23,132.05,128.67,105158200
2021-01-11,129.19,130.17,128.5,128.98,125.68,100384500
2021-01-12,128.5,129.69,126.86,128.8,125.5,91951100
2021-01-13,128.76,131.45,128.49,130.89,127.54,88636800
2021-01-14,130.8,131.0,128.76,128.91,125.61,90221800
2021-01-15,128.78,130.22,127.0,127.14,123.88,111598500
2021-01-19,127.78,128.71,126.94,127.83,124.56,90757300
2021-01-20,128.66,132.49,128.55,132.03,128.65,104319500
2021-01-21,133.8,139.67,133.59,136.87,133.37,120150900
2021-01-22,136.28,139.85,135.02,139.07,135.51,114459400
2021-01-25,143.07,145.09,136.54,142.92,139.26,157611700
2021-01-26,143.6,144.3,141.37,143.16,139.49,98390600
2021-01-27,143.43,144.3,140.41,142.06,138.42,140843800
2021-01-28,139.52,141.99,136.7,137.09,133.58,142621100
2021-01-29,135.83,136.74,130.21,131.96,128.58,177523800
2021-02-01,133.75,135.38,130.93,134.14,130.71,106239800
2021-02-02,135.73,136.31,134.61,134.99,131.53,83305400
2021-02-03,135.76,135.77,133.61,133.94,130.51,89880900
2021-02-04,136.3,137.4,134.59,137.39,133.87,84183100
2021-02-05,137.35,137.42,135.86,136.76,133.46,75693800
2021-02-08,136.03,136.96,134.92,136.91,133.6,71297200
2021-02-09,136.62,137.88,135.85,136.01,132.73,76774200
2021-02-10,136.48,136.99,134.4,135.39,132.12,73046600
2021-02-11,135.9,136.39,133.77,135.13,131.87,64280000
2021-02-12,134.35,135.53,133.69,135.37,132.1,60145100
2021-02-16,135.49,136.01,132.79,133.19,129.97,80576300
2021-02-17,131.25,132.22,129.47,130.84,127.68,97918500
2021-02-18,129.2,130.0,127.41,129.71,126.58,96856700
2021-02-19,130.24,130.71,128.8,129.87,126.73,87668800
2021-02-22,128.01,129.72,125.6,126.0,122.96,103916400
2021-02-23,123.76,126.71,118.39,125.86,122.82,158273000
2021-02-24,124.94,125.56,122.23,125.35,122.32,111039900
2021-02-25,124.68,126.46,120.54,120.99,118.07,148199500
2021-02-26,122.59,124.85,121.2,121.26,118.33,164560400
2021-03-01,123.75,127.93,122.79,127.79,124.7,116307900
2021-03-02,128.41,128.72,125.01,125.12,122.1,102260900
2021-03-03,124.81,125.71,121.84,122.06,119.11,112966300
2021-03-04,121.75,123.6,118.62,120.13,117.23,178155000
2021-03-05,120.98,121.94,117.57,121.42,118.49,153766600
2021-03-08,120.93,121.0,116.21,116.36,113.55,154376600
2021-03-09,119.03,122.06,118.79,121.09,118.17,129525800
2021-03-10,121.69,122.17,119.45,119.98,117.08,111943300
2021-03-11,122.54,123.21,121.26,121.96,119.01,103026500
2021-03-12,120.4,121.17,119.16,121.03,118.11,88105100
2021-03-15,121.41,124.0,120.42,123.99,121.0,92403800
2021-03-16,125.7,127.22,124.72,125.57,122.54,115227900
2021-03-17,124.05,125.86,122.34,124.76,121.75,111932600
2021-03-18,122.88,123.18,120.32,120.53,117.62,121229700
2021-03-19,119.9,121.43,119.68,119.99,117.09,185549500
2021-03-22,120.33,123.87,120.26,123.39,120.41,111912300
2021-03-23,123.33,124.24,122.14,122.54,119.58,95467100
2021-03-24,122.82,122.9,120.07,120.09,117.19,88530500
2021-03-25,119.54,121.66,119.0,120.59,117.68,98844700
2021-03-26,120.35,121.48,118.92,121.21,118.28,94071200
2021-03-29,121.65,122.58,120.73,121.39,118.46,80819200
2021-03-30,120.11,120.4,118.86,119.9,117.0,85671900
2021-03-31,121.65,123.52,121.15,122.15,119.2,118323800
2021-04-01,123.66,124.18,122.49,123.0,120.03,75089100
2021-04-05,123.87,126.16,123.07,125.9,122.86,88651200
2021-04-06,126.5,127.13,125.65,126.21,123.16,80171300
2021-04-07,125.83,127.92,125.14,127.9,124.81,83466700
2021-04-08,128.95,130.39,128.52,130.36,127.21,88844600
2021-04-09,129.8,133.04,129.47,133.0,129.79,106686700
2021-04-12,132.52,132.85,130.63,131.24,128.07,91420000
2021-04-13,132.44,134.66,131.93,134.43,131.18,91266500
2021-04-14,134.94,135.0,131.66,132.03,128.84,87222800
2021-04-15,133.82,135.0,133.64,134.5,131.25,89347100
2021-04-16,134.3,134.67,133.28,134.16,130.92,84922400
2021-04-19,133.51,135.47,133.34,134.84,131.58,94264200
2021-04-20,135.02,135.53,131.81,133.11,129.9,94812300
2021-04-21,132.36,133.75,131.3,133.5,130.28,68847100
2021-04-22,133.04,134.15,131.41,131.94,128.75,84566500
2021-04-23,132.16,135.12,132.16,134.32,131.08,78657500
2021-04-26,134.83,135.06,133.56,134.72,131.47,66905100
2021-04-27,135.01,135.41,134.11,134.39,131.14,66015800
2021-04-28,134.31,135.02,133.08,133.58,130.35,107760100
2021-04-29,136.47,137.07,132.45,133.48,130.26,151101000
2021-04-30,131.78,133.56,131.07,131.46,128.29,109839500
2021-05-03,132.04,134.07,131.83,132.54,129.34,75135100
2021-05-04,131.19,131.49,126.7,127.85,124.76,137564700
2021-05-05,129.2,130.45,127.97,128.1,125.01,84000900
2021-05-06,127.89,129.75,127.13,129.74,126.61,78128300
2021-05-07,130.85,131.26,129.48,130.21,127.28,78973300
2021-05-10,129.41,129.54,126.81,126.85,124.0,88071200
2021-05-11,123.5,126.27,122.77,125.91,123.08,126142800
2021-05-12,123.4,124.64,122.25,122.77,120.01,112172300
2021-05-13,124.58,126.15,124.26,124.97,122.16,105861300
2021-05-14,126.25,127.89,125.85,127.45,124.58,81918000
2021-05-17,126.82,126.93,125.17,126.27,123.43,74244600
2021-05-18,126.56,126.99,124.78,124.85,122.04,63342900
2021-05-19,123.16,124.92,122.86,124.69,121.89,92612000
2021-05-20,125.23,127.72,125.1,127.31,124.45,76857100
2021-05-21,127.82,128.0,125.21,125.43,122.61,79295400
2021-05-24,126.01,127.94,125.94,127.1,124.24,63092900
2021-05-25,127.82,128.32,126.32,126.9,124.05,72009500
2021-05-26,126.96,127.39,126.42,126.85,124.0,56575900
2021-05-27,126.44,127.64,125.08,125.28,122.46,94625600
2021-05-28,125.57,125.8,124.55,124.61,121.81,71311100
2021-06-01,125.08,125.35,123.94,124.28,121.48,67637100
2021-06-02,124.28,125.24,124.05,125.06,122.25,59278900
2021-06-03,124.68,124.85,123.13,123.54,120.76,76229200
2021-06-04,124.07,126.16,123.85,125.89,123.06,75169300
2021-06-07,126.17,126.32,124.83,125.9,123.07,71057600
2021-06-08,126.6,128.46,126.21,126.74,123.89,74403800
2021-06-09,127.21,127.75,126.52,127.13,124.27,56877900
2021-06-10,127.02,128.19,125.94,126.11,123.27,71186400
2021-06-11,126.53,127.44,126.1,127.35,124.49,53522400
2021-06-14,127.82,130.54,127.07,130.48,127.55,96906500
2021-06-15,129.94,130.6,129.39,129.64,126.72,62746300
2021-06-16,130.37,130.89,128.46,130.15,127.22,91815000
2021-06-17,129.8,132.55,129.65,131.79,128.83,96721700
2021-06-18,130.71,131.51,130.24,130.46,127.53,108953300
2021-06-21,130.3,132.41,129.21,132.3,129.32,79663300
2021-06-22,132.13,134.08,131.62,133.98,130.97,74783600
2021-06-23,133.77,134.32,133.23,133.7,130.69,60214200
2021-06-24,134.45,134.64,132.93,133.41,130.41,68711000
2021-06-25,133.46,133.89,132.81,133.11,130.12,70783700
2021-06-28,133.41,135.25,133.35,134.78,131.75,62111300
2021-06-29,134.8,136.49,134.35,136.33,133.26,64556100
2021-06-30,136.17,137.41,135.87,136.96,133.88,63261400
2021-07-01,136.6,137.33,135.76,137.27,134.18,52485800
2021-07-02,137.9,140.0,137.75,139.96,136.81,78852600
2021-07-06,140.07,143.15,140.07,142.02,138.83,108181800
2021-07-07,143.54,144.89,142.66,144.57,141.32,104911600
2021-07-08,141.58,144.06,140.67,143.24,140.02,105575500
2021-07-09,142.75,145.65,142.65,145.11,141.85,99890800
2021-07-12,146.21,146.32,144.0,144.5,141.25,76299700
2021-07-13,144.03,147.46,143.63,145.64,142.36,100827100
2021-07-14,148.1,149.57,147.68,149.15,145.8,127050800
2021-07-15,149.24,150.0,147.09,148.48,145.14,106820300
2021-07-16,148.46,149.76,145.88,146.39,143.1,93251400
2021-07-19,143.75,144.07,141.67,142.45,139.25,121434600
2021-07-20,143.46,147.1,142.96,146.15,142.86,96350000
2021-07-21,145.53,146.13,144.63,145.4,142.13,74993500
2021-07-22,145.94,148.2,145.81,146.8,143.5,77338200
2021-07-23,147.55,148.72,146.92,148.56,145.22,71447400
2021-07-26,148.27,149.83,147.7,148.99,145.64,72434100
2021-07-27,149.12,149.21,145.55,146.77,143.47,104818600
2021-07-28,144.81,146.97,142.54,144.98,141.72,118931200
2021-07-29,144.69,146.55,144.58,145.64,142.36,56699500
2021-07-30,144.38,146.33,144.11,145.86,142.58,70440600
2021-08-02,146.36,146.95,145.25,145.52,142.25,62880000
2021-08-03,145.81,148.04,145.18,147.36,144.05,64786600
2021-08-04,147.27,147.79,146.28,146.95,143.65,56368300
2021-08-05,146.98,147.84,146.17,147.06,143.75,46397700
2021-08-06,146.35,147.11,145.63,146.14,143.07,54126800
2021-08-09,146.2,146.7,145.52,146.09,143.02,48908700
2021-08-10,146.44,147.71,145.3,145.6,142.54,69023100
2021-08-11,146.05,146.72,145.53,145.86,142.79,48493500
2021-08-12,146.19,149.05,145.84,148.89,145.76,72282600
2021-08-13,148.97,149.44,148.27,149.1,145.97,59375000
2021-08-16,148.54,151.19,146.47,151.12,147.94,103296000
2021-08-17,150.23,151.68,149.09,150.19,147.03,92229700
2021-08-18,149.8,150.72,146.15,146.36,143.28,86326000
2021-08-19,145.03,148.0,144.5,146.7,143.62,86960300
2021-08-20,147.44,148.5,146.78,148.19,145.07,60549600
2021-08-23,148.31,150.19,147.89,149.71,146.56,60131800
2021-08-24,149.45,150.86,149.15,149.62,146.47,48606400
2021-08-25,149.81,150.32,147.8,148.36,145.24,58991300
2021-08-26,148.35,149.12,147.51,147.54,144.44,48597200
2021-08-27,147.48,148.75,146.83,148.6,145.48,55802400
2021-08-30,149.0,153.49,148.61,153.12,149.9,90956700
2021-08-31,152.66,152.8,151.29,151.83,148.64,86453100
2021-09-01,152.83,154.98,152.34,152.51,149.3,80313700
2021-09-02,153.87,154.72,152.4,153.65,150.42,71115500
2021-09-03,153.76,154.63,153.09,154.3,151.06,57808700
2021-09-07,154.97,157.26,154.39,156.69,153.4,82278300
2021-09-08,156.98,157.04,153.98,155.11,151.85,74420200
2021-09-09,155.49,156.11,153.95,154.07,150.83,57305700
2021-09-10,155.0,155.48,148.7,148.97,145.84,140893200
2021-09-13,150.63,151.42,148.75,149.55,146.41,102404300
2021-09-14,150.35,151.07,146.91,148.12,145.01,109296300
2021-09-15,148.56,149.44,146.37,149.03,145.9,83281300
2021-09-16,148.44,148.97,147.22,148.79,145.66,68034100
2021-09-17,148.82,148.82,145.76,146.06,142.99,129868800
2021-09-20,143.8,144.84,141.27,142.94,139.93,123478900
2021-09-21,143.93,144.6,142.78,143.43,140.41,75834000
2021-09-22,144.45,146.43,143.7,145.85,142.78,76404300
2021-09-23,146.65,147.08,145.64,146.83,143.74,64838200
2021-09-24,145.66,147.47,145.56,146.92,143.83,53477900
2021-09-27,145.47,145.96,143.82,145.37,142.31,74150700
2021-09-28,143.25,144.75,141.69,141.91,138.93,108972300
2021-09-29,142.47,144.45,142.03,142.83,139.83,74602000
2021-09-30,143.66,144.38,141.28,141.5,138.52,89056700
2021-10-01,141.9,142.92,139.11,142.65,139.65,94639600
2021-10-04,141.76,142.21,138.27,139.14,136.21,98322000
2021-10-05,139.49,142.24,139.36,141.11,138.14,80861100
2021-10-06,139.47,142.15,138.37,142.0,139.01,83221100
2021-10-07,143.06,144.22,142.72,143.29,140.28,61732700
2021-10-08,144.03,144.18,142.56,142.9,139.9,58773200
2021-10-11,142.27,144.81,141.81,142.81,139.81,64452200
2021-10-12,143.23,143.25,141.04,141.51,138.53,73035900
